"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
914,"SXT","Sensient Technologies Corp","Basic Materials","Specialty Chemicals","USA",3789.47,28.23,89.15,-2.71%,265395
915,"SYNA","Synaptics Inc","Technology","Semiconductors","USA",2860.97,,73.87,-0.66%,615905
916,"SYRE","Spyre Therapeutics Inc","Healthcare","Biotechnology","USA",3132.97,,39.89,-1.29%,844900
917,"TAC","Transalta Corp","Utilities","Utilities - Independent Power Producers","Canada",3692.19,,12.44,-2.51%,1003203
918,"TAL","TAL Education Group ADR","Consumer Defensive","Education & Training Services","China",5098.65,22.86,11.13,2.77%,4100883
919,"TALO","Talos Energy Inc","Energy","Oil & Gas E&P","USA",2328.87,,13.82,2.14%,2173107
920,"TAP","Molson Coors Beverage Company","Consumer Defensive","Beverages - Brewers","USA",8667.68,,43.61,-0.18%,2674720
921,"TARS","Tarsus Pharmaceuticals Inc","Healthcare","Biotechnology","USA",2892.21,,67.96,-0.31%,296389
922,"TBBB","BBB Foods Inc","Consumer Defensive","Discount Stores","Mexico",3796.49,,33.10,4.20%,1221827
923,"TBBK","Bancorp Inc","Financial","Banks - Regional","USA",2259.48,10.89,53.55,0.47%,387153
924,"TCBI","Texas Capital Bancshares, Inc","Financial","Banks - Regional","USA",4087.24,13.61,92.52,0.19%,544180
925,"TDC","Teradata Corp","Technology","Software - Infrastructure","USA",2450.68,19.72,26.58,-0.67%,1288659
926,"TDS","Telephone And Data Systems, Inc","Communication Services","Telecom Services","USA",4606.96,,43.38,-0.78%,774348
927,"TDW","Tidewater Inc","Energy","Oil & Gas Equipment & Services","USA",3805.26,11.50,76.76,0.47%,661978
928,"TE","T1 Energy Inc","Industrials","Electrical Equipment & Parts","USA",2061.76,,7.62,-1.55%,14259567
929,"TECH","Bio-Techne Corp","Healthcare","Biotechnology","USA",7955.65,98.91,50.85,-1.20%,2439366
930,"TEM","Tempus AI Inc","Healthcare","Health Information Services","USA",8935.11,,49.98,0.91%,5008674
931,"TENB","Tenable Holdings Inc","Technology","Software - Infrastructure","USA",2331.07,,20.29,0.00%,1486751
932,"TERN","Terns Pharmaceuticals Inc","Healthcare","Biotechnology","USA",4946.46,,46.52,5.15%,4243995
933,"TEX","Terex Corp","Industrials","Farm & Heavy Construction Machinery","USA",6754.92,17.79,59.41,-1.07%,1210417
934,"TFII","TFI International Inc","Industrials","Trucking","Canada",8382.59,27.36,102.04,-0.89%,546533
935,"TFPM","Triple Flag Precious Metals Corp","Basic Materials","Other Precious Metals & Mining","Canada",7413.80,30.59,35.89,-4.27%,1162775
936,"TFSL","TFS Financial Corporation","Financial","Banks - Regional","USA",3790.51,42.32,13.51,0.37%,1085456
937,"TFX","Teleflex Incorporated","Healthcare","Medical Instruments & Supplies","USA",4743.60,,107.32,-0.87%,694785
938,"TGB","Taseko Mines Ltd","Basic Materials","Copper","Canada",2406.10,,6.60,-5.85%,5013409
939,"TGLS","Tecnoglass Inc","Basic Materials","Building Materials","Colombia",2044.96,13.40,45.73,2.14%,560588
940,"TGNA","TEGNA Inc","Communication Services","Broadcasting","USA",3286.73,15.03,20.30,0.42%,1746623
941,"TGS","Transportadora de Gas del Sur ADR","Energy","Oil & Gas Integrated","Argentina",2138.82,14.37,30.77,0.46%,189913
942,"TGTX","TG Therapeutics Inc","Healthcare","Biotechnology","USA",4464.88,10.07,27.96,3.79%,1892087
943,"THG","Hanover Insurance Group Inc","Financial","Insurance - Property & Casualty","USA",6094.54,9.54,173.39,-0.51%,257326
944,"THO","Thor Industries, Inc","Consumer Cyclical","Recreational Vehicles","USA",4330.75,14.61,82.34,0.00%,714359
945,"TKC","Turkcell Iletisim Hizmetleri A.S. ADR","Communication Services","Telecom Services","Turkey",5352.17,12.62,6.14,-1.05%,843725
946,"TKR","Timken Co","Industrials","Tools & Accessories","USA",6783.35,23.76,97.55,-2.16%,782863
947,"TLX","Telix Pharmaceuticals Ltd. ADR","Healthcare","Biotechnology","Australia",2659.89,,7.85,-0.51%,120051
948,"TMC","TMC the metals company Inc","Basic Materials","Other Industrial Metals & Mining","Canada",2468.55,,5.97,-4.33%,3912471
949,"TMDX","Transmedics Group Inc","Healthcare","Medical Devices","USA",4235.67,25.42,123.48,1.79%,505445
950,"TME","Tencent Music Entertainment Group ADR","Communication Services","Internet Content & Information","China",8175.57,14.72,14.19,3.73%,6583871
951,"TMHC","Taylor Morrison Home Corp","Consumer Cyclical","Residential Construction","USA",5702.95,7.62,59.20,0.58%,1133194
952,"TNGX","Tango Therapeutics Inc","Healthcare","Biotechnology","USA",2468.52,,17.30,0.87%,4210183
953,"TNK","Teekay Tankers Ltd","Energy","Oil & Gas Midstream","Bermuda",2189.98,6.28,63.39,-2.43%,520549
954,"TNL","Travel+Leisure Co","Consumer Cyclical","Travel Services","USA",4276.12,20.03,68.53,-1.86%,542440
955,"TOWN","Townebank Portsmouth VA","Financial","Banks - Regional","USA",3043.24,14.93,32.99,0.15%,399570
956,"TPC","Tutor Perini Corp","Industrials","Engineering & Construction","USA",3577.15,44.95,67.76,-2.08%,478465
957,"TPH","Tri Pointe Homes Inc","Consumer Cyclical","Residential Construction","USA",3941.77,17.04,46.30,0.00%,3112143
958,"TR","Tootsie Roll Industries, Inc","Consumer Defensive","Confectioners","USA",2917.24,31.81,42.39,2.59%,170919
959,"TREX","TREX Co., Inc","Industrials","Building Products & Equipment","USA",3964.09,21.12,37.49,0.40%,2011451
960,"TRMD","Torm Plc","Energy","Oil & Gas Midstream","United Kingdom",2473.84,8.55,24.27,-1.50%,1218290
961,"TRMK","Trustmark Corp","Financial","Banks - Regional","USA",2404.01,11.03,40.85,-0.75%,318892
962,"TRN","Trinity Industries, Inc","Industrials","Railroads","USA",2356.07,9.57,29.51,0.07%,492862
963,"TRNO","Terreno Realty Corp","Real Estate","REIT - Industrial","USA",6477.79,15.97,62.18,0.10%,404532
964,"TTAM","Titan America SA","Basic Materials","Building Materials","Belgium",2874.21,15.87,15.59,-1.33%,333804
965,"TTAN","ServiceTitan Inc","Technology","Software - Application","USA",6610.11,,70.80,-6.41%,3284785
966,"TTC","Toro Co","Industrials","Tools & Accessories","USA",9256.13,28.60,95.49,0.52%,840558
967,"TTEK","Tetra Tech, Inc","Industrials","Engineering & Construction","USA",8392.79,24.14,32.18,-3.01%,2856087
968,"TTMI","TTM Technologies Inc","Technology","Electronic Components","USA",9372.62,53.93,90.64,0.11%,1022699
969,"TVTX","Travere Therapeutics Inc","Healthcare","Biotechnology","USA",2564.31,,27.80,0.91%,742141
970,"TWST","Twist Bioscience Corp","Healthcare","Diagnostics & Research","USA",2653.57,,43.28,0.60%,770384
971,"TX","Ternium S.A. ADR","Basic Materials","Steel","Luxembourg",7406.78,12.91,37.73,-1.67%,205786
972,"TXG","10x Genomics Inc","Healthcare","Health Information Services","USA",2400.47,,18.79,-0.79%,1735644
973,"TXNM","TXNM Energy Inc","Utilities","Utilities - Regulated Electric","USA",6410.02,40.68,58.85,0.26%,1154563
974,"U","Unity Software Inc","Technology","Software - Application","USA",8412.95,,19.43,0.00%,11705659
975,"UA","Under Armour Inc","Consumer Cyclical","Apparel Manufacturing","USA",2719.45,,6.27,-0.32%,2034435
976,"UAA","Under Armour Inc","Consumer Cyclical","Apparel Manufacturing","USA",2719.45,,6.49,-0.76%,11346656
977,"UBSI","United Bankshares, Inc","Financial","Banks - Regional","USA",5462.46,12.00,39.18,-0.23%,772107
978,"UCB","United Community Banks Inc","Financial","Banks - Regional","USA",3581.22,11.43,29.94,-0.80%,803806
979,"UCTT","Ultra Clean Hldgs Inc","Technology","Semiconductor Equipment & Materials","USA",2500.59,,54.97,-1.94%,820151
980,"UE","Urban Edge Properties","Real Estate","REIT - Retail","USA",2725.85,27.76,20.54,-0.44%,904992
981,"UEC","Uranium Energy Corp","Energy","Uranium","USA",6573.86,,13.41,-4.83%,9713082
982,"UFPI","UFP Industries Inc","Basic Materials","Lumber & Wood Production","USA",5076.56,18.09,89.70,-0.06%,375633
983,"UGI","UGI Corp","Utilities","Utilities - Regulated Gas","USA",7969.45,13.70,37.13,0.81%,899000
984,"UGP","Ultrapar Participacoes S.A. ADR","Energy","Oil & Gas Refining & Marketing","Brazil",5338.69,12.37,4.91,-0.81%,2898017
985,"UHAL","U-Haul Holding Company","Industrials","Rental & Leasing Services","USA",8480.56,96.37,45.87,0.77%,264045
986,"UHAL-B","U-Haul Holding Company","Industrials","Rental & Leasing Services","USA",8480.56,90.25,42.96,1.30%,283920
987,"UMBF","UMB Financial Corp","Financial","Banks - Regional","USA",8403.83,12.08,110.38,-1.39%,424959
988,"UNF","Unifirst Corp","Industrials","Specialty Business Services","USA",4745.28,36.16,273.31,0.16%,524642
989,"UNFI","United Natural Foods Inc","Consumer Defensive","Food Distribution","USA",2530.93,,41.66,3.27%,782201
990,"UPST","Upstart Holdings Inc","Financial","Credit Services","USA",2584.90,61.30,26.36,2.33%,6760740
991,"URBN","Urban Outfitters, Inc","Consumer Cyclical","Apparel Retail","USA",5686.54,12.53,63.41,-0.53%,1742038
992,"USAC","USA Compression Partners LP","Energy","Oil & Gas Equipment & Services","USA",4005.59,32.62,27.63,1.39%,243565
993,"USAR","USA Rare Earth Inc","Basic Materials","Other Industrial Metals & Mining","USA",4241.12,,19.46,-1.47%,11460541
994,"USAS","Americas Gold and Silver Corp","Basic Materials","Other Industrial Metals & Mining","Canada",2013.92,,7.36,-8.34%,4920511
995,"UTF","Cohen & Steers Infrastructure Fund Inc","Financial","Closed-End Fund - Equity","USA",2879.11,5.51,25.75,0.08%,305137
996,"UTG","Reaves Utility Income Fund","Financial","Closed-End Fund - Equity","USA",3691.87,4.71,40.38,0.62%,202768
997,"UUUU","Energy Fuels Inc","Energy","Uranium","USA",4510.78,,18.67,-5.80%,9633249
998,"UWMC","UWM Holdings Corporation","Financial","Mortgage Finance","USA",5855.81,60.00,3.66,-2.14%,18053681
999,"VAC","Marriott Vacations Worldwide Corp","Consumer Cyclical","Resorts & Casinos","USA",2229.17,,64.98,-1.63%,550999
1000,"VAL","Valaris Ltd","Energy","Oil & Gas Equipment & Services","Bermuda",6489.71,6.70,93.82,1.10%,790727
1001,"VC","Visteon Corp","Consumer Cyclical","Auto Parts","USA",2389.35,12.26,89.09,-1.27%,593890
1002,"VCTR","Victory Capital Holdings Inc","Financial","Asset Management","USA",4270.19,16.34,66.67,0.30%,435423
1003,"VCYT","Veracyte Inc","Healthcare","Diagnostics & Research","USA",2553.00,39.12,32.13,3.88%,1228707
1004,"VERA","Vera Therapeutics Inc","Healthcare","Biotechnology","USA",2851.37,,39.96,-2.94%,1510611
1005,"VERX","Vertex Inc","Technology","Software - Application","USA",2127.43,306.45,13.30,-3.20%,2046768
1006,"VFC","VF Corp","Consumer Cyclical","Apparel Manufacturing","USA",6244.56,28.96,15.96,1.53%,7561076
1007,"VFS","VinFast Auto Ltd","Consumer Cyclical","Auto Manufacturers","Vietnam",7252.49,,3.10,-0.64%,269731
1008,"VIAV","Viavi Solutions Inc","Technology","Communication Equipment","USA",6934.74,,29.97,0.71%,3478927
1009,"VICR","Vicor Corp","Technology","Electronic Components","USA",7830.04,66.26,172.57,2.84%,634257
1010,"VIPS","Vipshop Holdings Ltd ADR","Consumer Cyclical","Internet Retail","China",6645.12,8.10,16.00,1.91%,1176205
1011,"VIRT","Virtu Financial Inc","Financial","Capital Markets","USA",6045.84,7.62,39.09,-1.46%,953132
1012,"VISN","Vistance Networks Inc","Technology","Communication Equipment","USA",3965.88,2.95,17.59,-1.07%,3772715
1013,"VIST","Vista Energy S.A.B. de C.V ADR","Energy","Oil & Gas E&P","Mexico",6163.25,9.65,64.74,3.80%,2640296
1014,"VKTX","Viking Therapeutics Inc","Healthcare","Biotechnology","USA",4117.20,,35.63,0.45%,2783067
1015,"VLY","Valley National Bancorp","Financial","Banks - Regional","USA",6531.81,11.63,11.76,-0.84%,8888798
1016,"VMI","Valmont Industries, Inc","Industrials","Conglomerates","USA",8002.03,24.34,409.62,-2.51%,201194
1017,"VNET","VNET Group Inc ADR","Technology","Information Technology Services","China",2773.59,,10.51,-0.57%,7580031
1018,"VNO","Vornado Realty Trust","Real Estate","REIT - Office","USA",5379.88,6.18,25.95,-0.35%,1725314
1019,"VNT","Vontier Corporation","Technology","Scientific & Technical Instruments","USA",5099.02,13.06,36.01,-0.55%,771715
1020,"VOYA","Voya Financial Inc","Financial","Financial Conglomerates","USA",6145.55,10.54,66.25,1.13%,1463689
1021,"VRDN","Viridian Therapeutics Inc","Healthcare","Biotechnology","USA",2931.28,,28.68,0.95%,1131576
1022,"VRNS","Varonis Systems Inc","Technology","Software - Infrastructure","USA",2899.20,,24.68,2.09%,1467821
1023,"VRRM","Verra Mobility Corp","Technology","Information Technology Services","USA",2262.86,17.67,14.95,-1.39%,1455603
1024,"VSAT","Viasat, Inc","Technology","Communication Equipment","USA",6267.26,,46.14,-0.80%,1188870
1025,"VSCO","Victoria's Secret & Co","Consumer Cyclical","Apparel Retail","USA",3600.86,24.22,44.86,-0.24%,1826731
1026,"VSEC","VSE Corp","Industrials","Aerospace & Defense","USA",5456.57,176.08,194.94,-2.47%,688802
1027,"VSH","Vishay Intertechnology, Inc","Technology","Semiconductors","USA",2339.74,,17.23,0.47%,1184491
1028,"VSNT","Versant Media Group Inc","Communication Services","Entertainment","USA",5399.35,5.84,37.55,-0.27%,2910144
1029,"VVV","Valvoline Inc","Consumer Cyclical","Auto & Truck Dealerships","USA",4277.81,50.01,33.60,-1.29%,1359666
1030,"VVX","V2X Inc","Industrials","Aerospace & Defense","USA",2085.50,27.33,66.90,-4.52%,1562710
1031,"W","Wayfair Inc","Consumer Cyclical","Internet Retail","USA",9904.15,,75.75,2.73%,3023942
1032,"WAFD","WaFd Inc","Financial","Banks - Regional","USA",2354.80,10.74,31.04,-0.03%,720048
1033,"WAL","Western Alliance Bancorp","Financial","Banks - Regional","USA",7468.49,7.79,67.97,-0.22%,1128451
1034,"WAY","Waystar Holding Corp","Healthcare","Health Information Services","USA",4631.03,39.63,24.16,-1.83%,2579722
1035,"WBI","WaterBridge Infrastructure LLC","Energy","Oil & Gas Equipment & Services","USA",2032.82,,25.35,0.12%,614468
1036,"WDFC","WD-40 Co","Basic Materials","Specialty Chemicals","USA",3033.88,34.18,224.96,-0.35%,133976
1037,"WEX","WEX Inc","Technology","Software - Infrastructure","USA",5487.98,18.80,159.95,-0.24%,434298
1038,"WFG","West Fraser Timber Co., Ltd","Basic Materials","Lumber & Wood Production","Canada",5051.13,,64.51,1.70%,174702
1039,"WFRD","Weatherford International plc","Energy","Oil & Gas Equipment & Services","USA",6205.72,14.57,86.53,1.66%,1587536
1040,"WGS","GeneDx Holdings Corp","Healthcare","Diagnostics & Research","USA",2278.08,,77.78,1.21%,470540
1041,"WH","Wyndham Hotels & Resorts Inc","Consumer Cyclical","Lodging","USA",5516.68,29.70,73.41,-0.24%,1139943
1042,"WHD","Cactus Inc","Energy","Oil & Gas Equipment & Services","USA",3702.23,19.28,46.36,0.78%,1207196
1043,"WHR","Whirlpool Corp","Consumer Cyclical","Furnishings, Fixtures & Appliances","USA",3249.26,10.21,57.49,0.61%,2452240
1044,"WING","Wingstop Inc","Consumer Cyclical","Restaurants","USA",5591.46,32.96,203.44,5.35%,1468844
1045,"WIX","Wix.com Ltd","Technology","Software - Infrastructure","Israel",4849.13,112.40,88.09,1.36%,1818531
1046,"WK","Workiva Inc","Technology","Software - Application","USA",3500.45,,61.59,0.37%,593287
1047,"WOR","Worthington Enterprises Inc","Industrials","Metal Fabrication","USA",2345.54,22.30,47.34,0.74%,232251
1048,"WPP","WPP Plc. ADR","Communication Services","Advertising Agencies","United Kingdom",3382.96,,15.68,-0.19%,784726
1049,"WRBY","Warby Parker Inc","Healthcare","Medical Instruments & Supplies","USA",2946.09,1988.43,24.06,2.34%,2363126
1050,"WRD","WeRide Inc. ADR","Technology","Software - Application","China",2155.73,,6.65,-2.49%,3715196
1051,"WSBC","Wesbanco, Inc","Financial","Banks - Regional","USA",3203.45,16.04,33.33,0.54%,604920
1052,"WSC","WillScot Holdings Corp","Industrials","Rental & Leasing Services","USA",3253.57,,17.99,-4.46%,1982359
1053,"WSFS","WSFS Financial Corp","Financial","Banks - Regional","USA",3307.36,12.30,62.72,-0.30%,532669
1054,"WT","WisdomTree Inc","Financial","Asset Management","USA",2161.07,20.56,15.26,0.79%,1425593
1055,"WTFC","Wintrust Financial Corp","Financial","Banks - Regional","USA",8759.29,11.42,130.21,-1.00%,607315
1056,"WTS","Watts Water Technologies, Inc","Industrials","Specialty Industrial Machinery","USA",9928.63,29.27,297.80,-1.81%,239491
1057,"WU","Western Union Company","Financial","Credit Services","USA",2987.22,6.25,9.53,-2.06%,7482479
1058,"WULF","TeraWulf Inc","Financial","Capital Markets","USA",6221.08,,14.67,0.00%,27556907
1059,"WVE","Wave Life Sciences Ltd","Healthcare","Biotechnology","Singapore",2451.08,,13.02,-2.47%,2830257
1060,"XENE","Xenon Pharmaceuticals Inc","Healthcare","Biotechnology","Canada",4594.60,,55.23,-4.61%,3850002
1061,"XP","XP Inc","Financial","Capital Markets","Brazil",9590.35,11.01,18.20,0.78%,10477005
1062,"XRAY","DENTSPLY Sirona Inc","Healthcare","Medical Instruments & Supplies","USA",2305.11,,11.54,-2.20%,5266963
1063,"XXI","Twenty One Capital Inc","Financial","Shell Companies","USA",2079.03,20.07,6.82,1.64%,1067468
1064,"YETI","YETI Holdings Inc","Consumer Cyclical","Leisure","USA",2745.04,17.88,36.47,0.94%,1062677
1065,"YMM","Full Truck Alliance Co Ltd ADR","Technology","Software - Application","China",8181.99,15.26,8.78,-2.23%,9662808
1066,"YOU","Clear Secure Inc","Technology","Software - Application","USA",5920.63,40.02,44.63,-0.40%,1150910
1067,"YSS","York Space Systems Inc","Industrials","Aerospace & Defense","USA",2514.77,,19.81,-0.85%,1276135
1068,"ZBRA","Zebra Technologies Corp","Technology","Communication Equipment","USA",9972.14,24.83,202.72,-0.65%,755490
1069,"ZETA","Zeta Global Holdings Corp","Technology","Software - Infrastructure","USA",4387.62,,17.84,-1.16%,4676422
1070,"ZGN","Ermenegildo Zegna N.V","Consumer Cyclical","Apparel Manufacturing","Italy",3967.99,23.94,9.70,-3.48%,720439
1071,"ZIM","Zim Integrated Shipping Services Ltd","Industrials","Marine Shipping","Israel",3251.15,6.79,26.99,-0.77%,1724483
1072,"ZION","Zions Bancorporation N.A","Financial","Banks - Regional","USA",7852.90,8.84,53.10,-2.10%,1412889
1073,"ZLAB","Zai Lab Limited ADR","Healthcare","Biotechnology","China",2058.73,,18.37,-2.65%,429214
1074,"ZWS","Zurn Elkay Water Solutions Corp","Industrials","Pollution & Treatment Controls","USA",7627.67,39.41,45.73,-0.28%,907442
